cell_line_id,pubchem_id,label
ACH-000633,176870,-1
ACH-000352,176870,-1
ACH-000562,176870,-1
ACH-000643,176870,1
ACH-000105,176870,-1
ACH-000838,176870,-1
ACH-000981,176870,-1
ACH-000821,176870,-1
ACH-000270,176870,-1
ACH-000475,176870,-1
ACH-000620,176870,-1
ACH-000711,176870,-1
ACH-000684,176870,-1
ACH-000250,176870,-1
ACH-001107,176870,-1
ACH-000281,176870,-1
ACH-000108,176870,-1
ACH-000176,176870,1
ACH-000852,176870,-1
ACH-000869,176870,1
ACH-000379,176870,-1
ACH-000929,176870,1
ACH-000924,176870,-1
ACH-000186,176870,-1
ACH-000674,176870,-1
ACH-000247,176870,-1
ACH-000544,176870,1
ACH-000663,176870,-1
ACH-000599,176870,-1
ACH-000347,176870,-1
ACH-000482,176870,-1
ACH-000442,176870,1
ACH-000505,176870,-1
ACH-000048,176870,-1
ACH-000115,176870,-1
ACH-000162,176870,-1
ACH-000073,176870,-1
ACH-000349,176870,-1
ACH-000515,176870,-1
ACH-000653,176870,-1
ACH-000151,176870,-1
ACH-000193,176870,-1
ACH-000983,176870,-1
ACH-001106,176870,-1
ACH-000702,176870,-1
ACH-000439,176870,-1
ACH-000362,176870,1
ACH-000369,176870,1
ACH-000745,176870,-1
ACH-000129,176870,1
ACH-000586,176870,-1
ACH-000727,176870,-1
ACH-000177,176870,-1
ACH-000287,176870,-1
ACH-000124,176870,1
ACH-000751,176870,-1
ACH-000218,176870,-1
ACH-000922,176870,-1
ACH-000271,176870,-1
ACH-000365,176870,-1
ACH-000660,176870,-1
ACH-000611,176870,-1
ACH-000656,176870,-1
ACH-001203,176870,-1
ACH-000226,176870,1
ACH-000534,176870,-1
ACH-001063,176870,-1
ACH-000132,176870,1
ACH-000584,176870,1
ACH-000917,176870,-1
ACH-000714,176870,-1
ACH-000989,176870,-1
ACH-000708,176870,-1
ACH-000955,176870,-1
ACH-000532,176870,-1
ACH-000991,176870,-1
ACH-000970,176870,-1
ACH-000867,984170,-1
ACH-000589,984170,-1
ACH-000298,984170,-1
ACH-000525,984170,-1
ACH-000610,984170,-1
ACH-000521,984170,-1
ACH-000675,984170,-1
ACH-000018,984170,-1
ACH-000718,984170,-1
ACH-000196,984170,-1
ACH-000755,984170,1
ACH-000603,984170,-1
ACH-000548,984170,-1
ACH-000826,984170,-1
ACH-001075,984170,1
ACH-000030,984170,1
ACH-000318,984170,-1
ACH-000552,984170,-1
ACH-000463,984170,1
ACH-000615,984170,-1
ACH-000730,984170,-1
ACH-000651,984170,-1
ACH-000706,984170,-1
ACH-000504,984170,-1
ACH-000528,984170,-1
ACH-000401,984170,-1
ACH-000713,984170,-1
ACH-000580,984170,-1
ACH-000056,984170,-1
ACH-000225,984170,-1
ACH-000936,984170,-1
ACH-000930,984170,-1
ACH-000004,984170,-1
ACH-000914,984170,-1
ACH-000915,984170,-1
ACH-000263,984170,1
ACH-000622,984170,-1
ACH-000824,984170,-1
ACH-000204,984170,-1
ACH-000583,984170,1
ACH-000450,984170,-1
ACH-000156,984170,-1
ACH-000391,984170,-1
ACH-000078,984170,-1
ACH-000360,984170,-1
ACH-000200,984170,-1
ACH-000780,984170,-1
ACH-000830,984170,-1
ACH-000394,984170,-1
ACH-000399,984170,-1
ACH-000614,984170,-1
ACH-000609,984170,1
ACH-000112,984170,-1
ACH-000373,984170,-1
ACH-000423,984170,-1
ACH-000810,984170,-1
ACH-000640,984170,-1
ACH-000664,984170,-1
ACH-000197,984170,-1
ACH-000146,984170,-1
ACH-000554,984170,-1
ACH-000416,984170,-1
ACH-000136,984170,-1
ACH-000188,984170,-1
ACH-000371,984170,-1
ACH-000506,984170,-1
ACH-000062,984170,1
ACH-000345,984170,-1
ACH-000678,984170,-1
ACH-000488,984170,-1
ACH-000812,984170,-1
ACH-000840,984170,-1
ACH-000058,984170,-1
ACH-000559,984170,-1
ACH-000378,984170,-1
ACH-000484,984170,-1
ACH-000929,984170,1
ACH-000924,984170,-1
ACH-000186,984170,-1
ACH-000347,984170,-1
ACH-000515,984170,-1
ACH-000151,984170,-1
ACH-000369,984170,1
ACH-000177,984170,-1
ACH-000287,984170,1
ACH-000124,984170,1
ACH-000218,984170,1
ACH-000922,984170,-1
ACH-000365,984170,-1
ACH-000132,984170,-1
ACH-000584,984170,-1
ACH-000714,984170,1
ACH-000708,984170,-1
ACH-000991,984170,-1
ACH-000087,9931954,1
ACH-000905,9931954,-1
ACH-000242,9931954,-1
ACH-000720,9931954,-1
ACH-000323,9931954,-1
ACH-000137,9931954,-1
ACH-000558,9931954,-1
ACH-000738,9931954,-1
ACH-000571,9931954,-1
ACH-000867,9931954,-1
ACH-000392,9931954,-1
ACH-000662,9931954,-1
ACH-000769,9931954,-1
ACH-000589,9931954,-1
ACH-000744,9931954,-1
ACH-000766,9931954,-1
ACH-000035,9931954,-1
ACH-000021,9931954,-1
ACH-000733,9931954,-1
ACH-000451,9931954,-1
ACH-000481,9931954,-1
ACH-000447,9931954,-1
ACH-000951,9931954,-1
ACH-000875,9931954,-1
ACH-000121,9931954,-1
ACH-000853,9931954,-1
ACH-000187,9931954,-1
ACH-000866,9931954,-1
ACH-000514,9931954,-1
ACH-000431,9931954,-1
ACH-000729,9931954,-1
ACH-000298,9931954,-1
ACH-000290,9931954,1
ACH-001138,9931954,-1
ACH-000525,9931954,-1
ACH-000610,9931954,-1
ACH-000800,9931954,-1
ACH-000767,9931954,-1
ACH-000358,9931954,-1
ACH-000355,9931954,-1
ACH-000153,9931954,-1
ACH-000366,9931954,-1
ACH-000341,9931954,-1
ACH-001233,9931954,-1
ACH-000670,9931954,-1
ACH-000149,9931954,-1
ACH-000521,9931954,-1
ACH-000311,9931954,-1
ACH-000675,9931954,-1
ACH-000945,9931954,-1
ACH-000018,9931954,-1
ACH-000050,9931954,-1
ACH-000260,9931954,-1
ACH-000510,9931954,-1
ACH-000841,9931954,-1
ACH-000522,9931954,-1
ACH-000775,9931954,-1
ACH-000264,9931954,-1
ACH-000666,9931954,-1
ACH-000496,9931954,-1
ACH-000790,9931954,-1
ACH-000886,9931954,-1
ACH-000718,9931954,-1
ACH-000408,9931954,-1
ACH-000859,9931954,-1
ACH-000374,9931954,-1
ACH-000111,9931954,-1
ACH-000699,9931954,-1
ACH-000196,9931954,-1
ACH-000223,9931954,-1
ACH-000691,9931954,-1
ACH-000755,9931954,-1
ACH-000276,9931954,-1
ACH-000603,9931954,-1
ACH-000548,9931954,-1
ACH-000210,9931954,-1
ACH-000826,9931954,-1
ACH-000518,9931954,-1
ACH-001049,9931954,-1
ACH-000563,9931954,-1
ACH-000305,9931954,-1
ACH-000585,9931954,-1
ACH-000472,9931954,-1
ACH-000396,9931954,-1
ACH-000858,9931954,-1
ACH-000823,9931954,-1
ACH-000809,9931954,-1
ACH-000637,9931954,-1
ACH-000784,9931954,-1
ACH-000627,9931954,-1
ACH-000787,9931954,-1
ACH-000892,9931954,-1
ACH-001075,9931954,-1
ACH-000030,9931954,-1
ACH-000363,9931954,-1
ACH-000353,9931954,-1
ACH-000259,9931954,-1
ACH-000099,9931954,-1
ACH-000647,9931954,-1
ACH-000318,9931954,-1
ACH-000452,9931954,-1
ACH-000090,9931954,-1
ACH-000997,9931954,-1
ACH-000002,9931954,-1
ACH-000552,9931954,-1
ACH-000551,9931954,-1
ACH-000367,9931954,-1
ACH-000900,9931954,-1
ACH-000463,9931954,1
ACH-000343,9931954,-1
ACH-000019,9931954,-1
ACH-000681,9931954,-1
ACH-000046,9931954,-1
ACH-000288,9931954,-1
ACH-000615,9931954,-1
ACH-001190,9931954,-1
ACH-000730,9931954,-1
ACH-001127,9931954,-1
ACH-000811,9931954,-1
ACH-000768,9931954,-1
ACH-000651,9931954,-1
ACH-001151,9931954,-1
ACH-000706,9931954,-1
ACH-000861,9931954,-1
ACH-000825,9931954,-1
ACH-000425,9931954,-1
ACH-000579,9931954,-1
ACH-000504,9931954,-1
ACH-000273,9931954,-1
ACH-000655,9931954,-1
ACH-000969,9931954,-1
ACH-000617,9931954,-1
ACH-000696,9931954,-1
ACH-000535,9931954,-1
ACH-000191,9931954,-1
ACH-001016,9931954,-1
ACH-000880,9931954,-1
ACH-000528,9931954,-1
ACH-000788,9931954,-1
ACH-001306,9931954,-1
ACH-000896,9931954,-1
ACH-000973,9931954,-1
ACH-000070,9931954,1
ACH-000536,9931954,-1
ACH-000657,9931954,-1
ACH-000161,9931954,-1
ACH-000508,9931954,-1
ACH-000401,9931954,-1
ACH-000717,9931954,-1
ACH-000805,9931954,-1
ACH-000120,9931954,-1
ACH-000138,9931954,-1
ACH-000713,9931954,-1
ACH-000212,9931954,-1
ACH-000174,9931954,-1
ACH-000580,9931954,-1
ACH-000786,9931954,-1
ACH-000334,9931954,-1
ACH-000211,9931954,-1
ACH-000863,9931954,-1
ACH-000233,9931954,-1
ACH-000244,9931954,-1
ACH-000056,9931954,-1
ACH-001064,9931954,-1
ACH-000560,9931954,-1
ACH-000225,9931954,-1
ACH-000330,9931954,-1
ACH-000936,9931954,-1
ACH-000295,9931954,-1
ACH-001065,9931954,-1
ACH-000903,9931954,-1
ACH-000572,9931954,-1
ACH-000098,9931954,-1
ACH-000047,9931954,-1
ACH-000081,9931954,-1
ACH-000756,9931954,-1
ACH-000835,9931954,-1
ACH-000913,9931954,-1
ACH-000389,9931954,-1
ACH-000277,9931954,-1
ACH-000930,9931954,-1
ACH-000624,9931954,-1
ACH-000668,9931954,-1
ACH-000004,9931954,-1
ACH-000847,9931954,-1
ACH-000061,9931954,-1
ACH-001089,9931954,-1
ACH-000613,9931954,-1
ACH-000778,9931954,-1
ACH-000546,9931954,-1
ACH-000914,9931954,-1
ACH-000054,9931954,-1
ACH-000547,9931954,-1
ACH-000724,9931954,-1
ACH-000322,9931954,-1
ACH-000976,9931954,-1
ACH-000480,9931954,-1
ACH-000882,9931954,-1
ACH-000915,9931954,-1
ACH-000569,9931954,-1
ACH-000106,9931954,-1
ACH-000346,9931954,-1
ACH-000231,9931954,-1
ACH-000053,9931954,-1
ACH-000315,9931954,-1
ACH-000263,9931954,-1
ACH-000101,9931954,-1
ACH-000386,9931954,-1
ACH-000380,9931954,-1
ACH-000622,9931954,-1
ACH-000926,9931954,-1
ACH-000375,9931954,-1
ACH-000096,9931954,-1
ACH-000074,9931954,-1
ACH-000486,9931954,-1
ACH-000631,9931954,-1
ACH-000227,9931954,-1
ACH-000855,9931954,-1
ACH-000693,9931954,-1
ACH-000873,9931954,-1
ACH-000865,9931954,-1
ACH-000824,9931954,-1
ACH-000754,9931954,-1
ACH-000806,9931954,-1
ACH-000301,9931954,-1
ACH-000950,9931954,-1
ACH-000204,9931954,-1
ACH-000583,9931954,-1
ACH-000759,9931954,-1
ACH-000934,9931954,-1
ACH-000910,9931954,-1
ACH-000849,9931954,-1
ACH-000450,9931954,-1
ACH-000881,9931954,-1
ACH-000072,9931954,-1
ACH-000449,9931954,-1
ACH-000192,9931954,-1
ACH-000879,9931954,-1
ACH-000359,9931954,-1
ACH-000156,9931954,-1
ACH-000391,9931954,-1
ACH-000078,9931954,-1
ACH-000351,9931954,-1
ACH-001125,9931954,-1
ACH-001126,9931954,-1
ACH-000795,9931954,-1
ACH-000918,9931954,-1
ACH-000006,9931954,-1
ACH-000335,9931954,-1
ACH-000045,9931954,-1
ACH-000938,9931954,-1
ACH-000944,9931954,-1
ACH-000360,9931954,-1
ACH-000395,9931954,-1
ACH-000932,9931954,-1
ACH-000303,9931954,-1
ACH-000581,9931954,-1
ACH-000200,9931954,-1
ACH-000168,9931954,-1
ACH-000911,9931954,-1
ACH-000403,9931954,-1
ACH-000491,9931954,-1
ACH-000628,9931954,-1
ACH-000638,9931954,-1
ACH-000092,9931954,-1
ACH-000888,9931954,-1
ACH-000860,9931954,-1
ACH-000980,9931954,-1
ACH-000780,9931954,-1
ACH-000830,9931954,-1
ACH-000648,9931954,-1
ACH-000015,9931954,-1
ACH-000916,9931954,-1
ACH-000448,9931954,-1
ACH-000747,9931954,-1
ACH-000282,9931954,-1
ACH-000394,9931954,-1
ACH-000399,9931954,-1
ACH-000816,9931954,-1
ACH-000776,9931954,-1
ACH-000024,9931954,-1
ACH-000159,9931954,-1
ACH-000937,9931954,-1
ACH-000654,9931954,-1
ACH-000565,9931954,-1
ACH-000169,9931954,-1
ACH-000943,9931954,-1
ACH-000719,9931954,-1
ACH-000636,9931954,-1
ACH-000473,9931954,-1
ACH-000614,9931954,-1
ACH-000410,9931954,-1
ACH-000181,9931954,-1
ACH-000609,9931954,-1
ACH-000441,9931954,-1
ACH-000112,9931954,-1
ACH-001189,9931954,-1
ACH-000748,9931954,-1
ACH-000400,9931954,-1
ACH-000361,9931954,-1
ACH-000145,9931954,-1
ACH-000373,9931954,-1
ACH-000465,9931954,-1
ACH-000423,9931954,-1
ACH-000822,9931954,-1
ACH-000810,9931954,-1
ACH-000640,9931954,-1
ACH-000665,9931954,-1
ACH-000939,9931954,-1
ACH-000974,9931954,-1
ACH-000478,9931954,-1
ACH-000493,9931954,-1
ACH-000420,9931954,-1
ACH-001199,9931954,-1
ACH-000664,9931954,-1
ACH-000953,9931954,-1
ACH-000489,9931954,-1
ACH-000236,9931954,-1
ACH-000470,9931954,-1
ACH-000958,9931954,-1
ACH-000421,9931954,-1
ACH-000680,9931954,-1
ACH-000381,9931954,-1
ACH-000197,9931954,-1
ACH-000949,9931954,-1
ACH-000146,9931954,-1
ACH-000430,9931954,-1
ACH-000554,9931954,-1
ACH-000171,9931954,-1
ACH-000304,9931954,-1
ACH-000332,9931954,-1
ACH-000469,9931954,-1
ACH-000828,9931954,-1
ACH-000189,9931954,-1
ACH-000524,9931954,-1
ACH-000815,9931954,-1
ACH-000679,9931954,-1
ACH-000416,9931954,-1
ACH-000320,9931954,-1
ACH-000383,9931954,-1
ACH-000998,9931954,-1
ACH-000136,9931954,-1
ACH-001023,9931954,-1
ACH-000350,9931954,-1
ACH-000792,9931954,-1
ACH-000009,9931954,-1
ACH-000188,9931954,-1
ACH-000222,9931954,-1
ACH-000440,9931954,-1
ACH-000248,9931954,-1
ACH-000245,9931954,-1
ACH-000432,9931954,1
ACH-000672,9931954,-1
ACH-001021,9931954,-1
ACH-000857,9931954,-1
ACH-001024,9931954,-1
ACH-000371,9931954,-1
ACH-000506,9931954,-1
ACH-000893,9931954,-1
ACH-000348,9931954,-1
ACH-000238,9931954,-1
ACH-000722,9931954,-1
ACH-000568,9931954,-1
ACH-000254,9931954,-1
ACH-000008,9931954,-1
ACH-000411,9931954,-1
ACH-000802,9931954,-1
ACH-000856,9931954,-1
ACH-000062,9931954,-1
ACH-000269,9931954,-1
ACH-000257,9931954,-1
ACH-000464,9931954,-1
ACH-000113,9931954,-1
ACH-000920,9931954,-1
ACH-000457,9931954,-1
ACH-000308,9931954,-1
ACH-001307,9931954,-1
ACH-000456,9931954,-1
ACH-000902,9931954,-1
ACH-000267,9931954,-1
ACH-000293,9931954,-1
ACH-000345,9931954,-1
ACH-000183,9931954,-1
ACH-000876,9931954,-1
ACH-000587,9931954,-1
ACH-000678,9931954,-1
ACH-000621,9931954,-1
ACH-000789,9931954,-1
ACH-000965,9931954,-1
ACH-001321,9931954,-1
ACH-000694,9931954,1
ACH-000488,9931954,-1
ACH-000605,9931954,-1
ACH-000927,9931954,-1
ACH-000596,9931954,-1
ACH-000783,9931954,-1
ACH-000103,9931954,-1
ACH-000818,9931954,-1
ACH-000963,9931954,-1
ACH-000812,9931954,-1
ACH-000978,9931954,-1
ACH-000906,9931954,-1
ACH-000574,9931954,-1
ACH-000843,9931954,-1
ACH-000878,9931954,-1
ACH-000840,9931954,-1
ACH-000667,9931954,-1
ACH-000650,9931954,-1
ACH-000577,9931954,-1
ACH-000476,9931954,-1
ACH-000217,9931954,-1
ACH-000848,9931954,-1
ACH-000607,9931954,-1
ACH-000819,9931954,-1
ACH-000595,9931954,-1
ACH-000573,9931954,-1
ACH-000935,9931954,-1
ACH-000988,9931954,-1
ACH-000058,9931954,-1
ACH-000559,9931954,-1
ACH-000434,9931954,-1
ACH-000414,9931954,-1
ACH-000752,9931954,-1
ACH-000781,9931954,-1
ACH-000639,9931954,1
ACH-000378,9931954,-1
ACH-000292,9931954,-1
ACH-000291,9931954,-1
ACH-000527,9931954,-1
ACH-000443,9931954,-1
ACH-000023,9931954,-1
ACH-000144,9931954,-1
ACH-000100,9931954,-1
ACH-000221,9931954,-1
ACH-000652,9931954,-1
ACH-000424,9931954,-1
ACH-000885,9931954,-1
ACH-000716,9931954,-1
ACH-000484,9931954,-1
ACH-000059,9931954,1
ACH-000336,9931954,-1
ACH-000142,9931954,-1
ACH-000516,9931954,-1
ACH-000249,9931954,-1
ACH-000243,9931954,-1
ACH-000117,9931954,-1
ACH-000633,9931954,-1
ACH-000352,9931954,-1
ACH-000562,9931954,-1
ACH-000643,9931954,-1
ACH-000105,9931954,-1
ACH-000838,9931954,-1
ACH-000743,9931954,-1
ACH-000981,9931954,-1
ACH-000821,9931954,-1
ACH-000270,9931954,-1
ACH-000475,9931954,-1
ACH-000620,9931954,-1
ACH-000711,9931954,-1
ACH-000684,9931954,-1
ACH-000250,9931954,-1
ACH-001107,9931954,-1
ACH-000281,9931954,-1
ACH-000108,9931954,-1
ACH-000176,9931954,-1
ACH-000852,9931954,-1
ACH-000869,9931954,-1
ACH-000379,9931954,-1
ACH-000929,9931954,-1
ACH-000924,9931954,-1
ACH-000186,9931954,-1
ACH-000674,9931954,-1
ACH-000247,9931954,-1
ACH-000544,9931954,-1
ACH-000663,9931954,-1
ACH-000599,9931954,-1
ACH-000347,9931954,-1
ACH-000482,9931954,-1
ACH-000442,9931954,-1
ACH-000505,9931954,-1
ACH-000048,9931954,-1
ACH-000115,9931954,-1
ACH-000162,9931954,-1
ACH-000073,9931954,-1
ACH-000349,9931954,-1
ACH-000515,9931954,-1
ACH-000653,9931954,-1
ACH-000151,9931954,-1
ACH-000326,9931954,-1
ACH-000193,9931954,-1
ACH-000983,9931954,-1
ACH-001106,9931954,-1
ACH-000702,9931954,-1
ACH-000439,9931954,-1
ACH-000362,9931954,1
ACH-000369,9931954,-1
ACH-000745,9931954,-1
ACH-000129,9931954,-1
ACH-000586,9931954,-1
ACH-000727,9931954,-1
ACH-000177,9931954,-1
ACH-000287,9931954,-1
ACH-000065,9931954,-1
ACH-000124,9931954,-1
ACH-000751,9931954,-1
ACH-000218,9931954,-1
ACH-000922,9931954,-1
ACH-000271,9931954,-1
ACH-000365,9931954,-1
ACH-000660,9931954,-1
ACH-000611,9931954,-1
ACH-000656,9931954,-1
ACH-001203,9931954,-1
ACH-000226,9931954,-1
ACH-000534,9931954,-1
ACH-001063,9931954,-1
ACH-000584,9931954,-1
ACH-000917,9931954,-1
ACH-000714,9931954,-1
ACH-000989,9931954,-1
ACH-000708,9931954,-1
ACH-000955,9931954,-1
ACH-000532,9931954,-1
ACH-000991,9931954,-1
ACH-000970,9931954,-1
ACH-000087,24958200,1
ACH-000905,24958200,-1
ACH-000242,24958200,-1
ACH-000720,24958200,-1
ACH-000323,24958200,1
ACH-000137,24958200,1
ACH-000558,24958200,-1
ACH-000738,24958200,-1
ACH-000571,24958200,-1
ACH-000867,24958200,-1
ACH-000392,24958200,-1
ACH-000662,24958200,-1
ACH-000769,24958200,-1
ACH-000589,24958200,-1
ACH-000744,24958200,-1
ACH-000035,24958200,-1
ACH-000021,24958200,-1
ACH-000451,24958200,-1
ACH-000481,24958200,-1
ACH-000447,24958200,-1
ACH-000121,24958200,-1
ACH-000853,24958200,-1
ACH-000187,24958200,-1
ACH-000866,24958200,-1
ACH-000514,24958200,-1
ACH-000431,24958200,-1
ACH-000729,24958200,-1
ACH-000298,24958200,-1
ACH-000290,24958200,1
ACH-001138,24958200,-1
ACH-000525,24958200,-1
ACH-000610,24958200,-1
ACH-000800,24958200,-1
ACH-000767,24958200,1
ACH-000355,24958200,1
ACH-000153,24958200,-1
ACH-000366,24958200,-1
ACH-001233,24958200,-1
ACH-000670,24958200,-1
ACH-000521,24958200,-1
ACH-000311,24958200,-1
ACH-000675,24958200,1
ACH-000945,24958200,-1
ACH-000018,24958200,-1
ACH-000050,24958200,-1
ACH-000260,24958200,-1
ACH-000510,24958200,-1
ACH-000841,24958200,-1
ACH-000775,24958200,-1
ACH-000264,24958200,-1
ACH-000666,24958200,-1
ACH-000496,24958200,-1
ACH-000094,24958200,-1
ACH-000790,24958200,-1
ACH-000718,24958200,-1
ACH-000408,24958200,-1
ACH-000859,24958200,-1
ACH-000374,24958200,-1
ACH-000111,24958200,-1
ACH-000196,24958200,-1
ACH-000223,24958200,-1
ACH-000691,24958200,-1
ACH-000755,24958200,-1
ACH-000276,24958200,-1
ACH-000603,24958200,-1
ACH-000548,24958200,-1
ACH-000210,24958200,1
ACH-000826,24958200,-1
ACH-000518,24958200,-1
ACH-001049,24958200,-1
ACH-000563,24958200,-1
ACH-000305,24958200,-1
ACH-000585,24958200,-1
ACH-000472,24958200,-1
ACH-000396,24958200,-1
ACH-000858,24958200,-1
ACH-000823,24958200,-1
ACH-000809,24958200,-1
ACH-000637,24958200,-1
ACH-000784,24958200,-1
ACH-000627,24958200,-1
ACH-000787,24958200,-1
ACH-000892,24958200,-1
ACH-001075,24958200,-1
ACH-000030,24958200,-1
ACH-000363,24958200,-1
ACH-000353,24958200,-1
ACH-000259,24958200,1
ACH-000099,24958200,-1
ACH-000647,24958200,-1
ACH-000318,24958200,-1
ACH-000452,24958200,-1
ACH-000090,24958200,-1
ACH-000997,24958200,-1
ACH-000002,24958200,-1
ACH-000552,24958200,-1
ACH-000551,24958200,-1
ACH-000367,24958200,-1
ACH-000900,24958200,-1
ACH-000463,24958200,1
ACH-000343,24958200,-1
ACH-000019,24958200,-1
ACH-000681,24958200,-1
ACH-000046,24958200,-1
ACH-000288,24958200,-1
ACH-000615,24958200,-1
ACH-001190,24958200,-1
ACH-000730,24958200,-1
ACH-001127,24958200,-1
ACH-000811,24958200,-1
ACH-000768,24958200,-1
ACH-000651,24958200,-1
ACH-001151,24958200,-1
ACH-000706,24958200,-1
ACH-000861,24958200,-1
ACH-000825,24958200,-1
ACH-000425,24958200,-1
ACH-000579,24958200,-1
ACH-000504,24958200,-1
ACH-000273,24958200,-1
ACH-000655,24958200,-1
ACH-000969,24958200,-1
ACH-000617,24958200,-1
ACH-000696,24958200,-1
ACH-000535,24958200,-1
ACH-000191,24958200,-1
ACH-001016,24958200,-1
ACH-000880,24958200,-1
ACH-000528,24958200,-1
ACH-000788,24958200,-1
ACH-001306,24958200,-1
ACH-000896,24958200,1
ACH-000973,24958200,-1
ACH-000070,24958200,1
ACH-000536,24958200,-1
ACH-000657,24958200,1
ACH-000161,24958200,-1
ACH-000401,24958200,-1
ACH-000717,24958200,-1
ACH-000805,24958200,-1
ACH-000120,24958200,1
ACH-000138,24958200,-1
ACH-000713,24958200,-1
ACH-000212,24958200,-1
ACH-000174,24958200,-1
ACH-000580,24958200,-1
ACH-000786,24958200,1
ACH-000334,24958200,-1
ACH-000211,24958200,-1
ACH-000863,24958200,-1
ACH-000233,24958200,1
ACH-000244,24958200,-1
ACH-000056,24958200,1
ACH-001064,24958200,-1
ACH-000560,24958200,-1
ACH-000225,24958200,-1
ACH-000330,24958200,-1
ACH-000936,24958200,-1
ACH-000295,24958200,-1
ACH-001065,24958200,-1
ACH-000903,24958200,-1
ACH-000572,24958200,-1
ACH-000098,24958200,-1
ACH-000047,24958200,-1
ACH-000081,24958200,-1
ACH-000756,24958200,-1
ACH-000835,24958200,-1
ACH-000913,24958200,1
ACH-000389,24958200,-1
ACH-000277,24958200,-1
ACH-000930,24958200,-1
ACH-000624,24958200,-1
ACH-000668,24958200,-1
ACH-000004,24958200,1
ACH-000847,24958200,-1
ACH-000061,24958200,-1
ACH-001089,24958200,-1
ACH-000613,24958200,-1
ACH-000778,24958200,-1
ACH-000546,24958200,-1
ACH-000914,24958200,-1
ACH-000054,24958200,-1
ACH-000547,24958200,-1
ACH-000724,24958200,-1
ACH-000322,24958200,-1
ACH-000976,24958200,-1
ACH-000480,24958200,-1
ACH-000882,24958200,-1
ACH-000915,24958200,-1
ACH-000569,24958200,-1
ACH-000106,24958200,1
ACH-000346,24958200,1
ACH-000231,24958200,-1
ACH-000315,24958200,-1
ACH-000263,24958200,-1
ACH-000101,24958200,-1
ACH-000386,24958200,-1
ACH-000380,24958200,-1
ACH-000622,24958200,-1
ACH-000926,24958200,-1
ACH-000375,24958200,-1
ACH-000096,24958200,-1
ACH-000074,24958200,1
ACH-000486,24958200,-1
ACH-000631,24958200,-1
ACH-000227,24958200,-1
ACH-000693,24958200,-1
ACH-000873,24958200,-1
ACH-000865,24958200,-1
ACH-000824,24958200,-1
ACH-000754,24958200,-1
ACH-000806,24958200,1
ACH-000301,24958200,-1
ACH-000950,24958200,-1
ACH-000204,24958200,-1
ACH-000583,24958200,1
ACH-000934,24958200,-1
ACH-000910,24958200,-1
ACH-000849,24958200,-1
ACH-000450,24958200,-1
ACH-000881,24958200,-1
ACH-000072,24958200,-1
ACH-000449,24958200,-1
ACH-000192,24958200,-1
ACH-000879,24958200,-1
ACH-000359,24958200,-1
ACH-000020,24958200,1
ACH-000156,24958200,1
ACH-000391,24958200,1
ACH-000078,24958200,1
ACH-000351,24958200,-1
ACH-000795,24958200,-1
ACH-000918,24958200,1
ACH-000335,24958200,-1
ACH-000045,24958200,1
ACH-000938,24958200,1
ACH-000944,24958200,1
ACH-000360,24958200,-1
ACH-000395,24958200,-1
ACH-000932,24958200,-1
ACH-000303,24958200,-1
ACH-000200,24958200,-1
ACH-000168,24958200,-1
ACH-000911,24958200,-1
ACH-000403,24958200,-1
ACH-000491,24958200,-1
ACH-000628,24958200,-1
ACH-000638,24958200,-1
ACH-000427,24958200,-1
ACH-000888,24958200,-1
ACH-000860,24958200,-1
ACH-000980,24958200,1
ACH-000780,24958200,-1
ACH-000830,24958200,-1
ACH-000648,24958200,-1
ACH-000015,24958200,-1
ACH-000448,24958200,-1
ACH-000282,24958200,-1
ACH-000394,24958200,-1
ACH-000399,24958200,-1
ACH-000816,24958200,-1
ACH-000776,24958200,-1
ACH-000024,24958200,-1
ACH-000159,24958200,-1
ACH-000372,24958200,1
ACH-000937,24958200,-1
ACH-000654,24958200,1
ACH-000565,24958200,-1
ACH-000169,24958200,-1
ACH-000943,24958200,-1
ACH-000473,24958200,-1
ACH-000614,24958200,-1
ACH-000410,24958200,-1
ACH-000181,24958200,-1
ACH-000609,24958200,-1
ACH-000441,24958200,-1
ACH-000112,24958200,-1
ACH-001189,24958200,-1
ACH-000400,24958200,-1
ACH-000361,24958200,-1
ACH-000145,24958200,-1
ACH-000309,24958200,-1
ACH-000373,24958200,-1
ACH-000423,24958200,-1
ACH-000822,24958200,-1
ACH-000810,24958200,-1
ACH-000640,24958200,-1
ACH-000665,24958200,-1
ACH-000939,24958200,-1
ACH-000974,24958200,-1
ACH-000478,24958200,-1
ACH-000493,24958200,-1
ACH-000420,24958200,-1
ACH-001199,24958200,-1
ACH-000664,24958200,-1
ACH-000953,24958200,1
ACH-000489,24958200,-1
ACH-000236,24958200,-1
ACH-000470,24958200,-1
ACH-000958,24958200,-1
ACH-000421,24958200,-1
ACH-000680,24958200,-1
ACH-000381,24958200,-1
ACH-000197,24958200,1
ACH-000949,24958200,-1
ACH-000146,24958200,1
ACH-000430,24958200,-1
ACH-000554,24958200,-1
ACH-000171,24958200,-1
ACH-000304,24958200,-1
ACH-000332,24958200,-1
ACH-000469,24958200,-1
ACH-000828,24958200,-1
ACH-000189,24958200,-1
ACH-000524,24958200,-1
ACH-000815,24958200,-1
ACH-000679,24958200,-1
ACH-000416,24958200,-1
ACH-000320,24958200,-1
ACH-000383,24958200,-1
